ITEM_CODE,SALE_YMD
129651,20251201
129651,20251202
129658,20251130
129658,20251201
129658,20251202
129672,20251130
129672,20251201
129672,20251202
129676,20251130
129676,20251201
129676,20251202
129679,20251207
129679,20251208
129679,20251209
129729,20251207
129729,20251208
129729,20251209
129808,20251207
129808,20251208
129808,20251209
129809,20251207
129809,20251208
129809,20251209
129810,20251207
129810,20251208
129810,20251209
129811,20251214
129811,20251215
129811,20251216
129814,20251207
129814,20251208
129814,20251209
129815,20251207
129815,20251208
129815,20251209
129818,20251209
129818,20251210
129818,20251211
129836,20251207
129836,20251208
129836,20251209
129837,20251207
129837,20251208
129837,20251209
129840,20251207
129840,20251208
129840,20251209
129845,20251207
129845,20251208
129845,20251209
129853,20251207
129853,20251208
129853,20251209
129869,20251130
129869,20251201
129869,20251202
129898,20251207
129898,20251208
129898,20251209
129921,20251214
129921,20251215
129921,20251216
129925,20251214
129925,20251215
129925,20251216
129943,20251215
129943,20251216
129943,20251217
129945,20251221
129945,20251222
129945,20251223
129947,20251214
129947,20251215
129947,20251216
129948,20251214
129948,20251215
129948,20251216
129957,20251228
129957,20251229
129957,20251230
129958,20251228
129958,20251229
129958,20251230
129959,20251214
129959,20251215
129959,20251216
131624,20251221
131624,20251222
131624,20251223
131667,20251214
131667,20251215
131667,20251216
132653,20251214
132653,20251215
132653,20251216
132876,20251221
132876,20251222
132876,20251223
132926,20251221
132926,20251222
132926,20251223
132927,20251221
132927,20251222
132927,20251223
132934,20251221
132934,20251222
132934,20251223
132946,20251228
132946,20251229
132946,20251230
132947,20251228
132947,20251229
132947,20251230
133062,20251228
133062,20251229
133062,20251230
133063,20251228
133063,20251229
133063,20251230
133096,20251228
133096,20251229
133096,20251230
133098,20251228
133098,20251229
133098,20251230
133099,20251228
133099,20251229
133099,20251230
133103,20251228
133103,20251229
133103,20251230
133108,20251228
133108,20251229
133108,20251230
133109,20251228
133109,20251229
133109,20251230
133119,20251228
133119,20251229
133119,20251230
133120,20251228
133120,20251229
133120,20251230
133557,20251228
133557,20251229
133557,20251230
133558,20260104
133558,20260105
133558,20260106
133559,20260104
133559,20260105
133559,20260106
133560,20260104
133560,20260105
133560,20260106
133579,20260104
133579,20260105
133579,20260106
133622,20260104
133622,20260105
133622,20260106
133623,20260104
133623,20260105
133623,20260106
133624,20260104
133624,20260105
133624,20260106
133625,20260104
133625,20260105
133625,20260106
133631,20260104
133631,20260105
133631,20260106
601092,20241223
601092,20241224
601092,20241225
601348,20241124
601348,20241125
601348,20241126
601349,20241124
601349,20241125
601349,20241126
601350,20241124
601350,20241125
601350,20241126
601351,20241124
601351,20241125
601351,20241126
601520,20241201
601520,20241202
601520,20241203
601534,20241215
601534,20241216
601534,20241217
601667,20240115
601667,20240116
601667,20240117
601668,20240114
601668,20240115
601668,20240116
601669,20240114
601669,20240115
601669,20240116
601670,20240114
601670,20240115
601670,20240116
601672,20240114
601672,20240115
601672,20240116
601673,20240114
601673,20240115
601673,20240116
601674,20240114
601674,20240115
601674,20240116
601675,20240121
601675,20240122
601675,20240123
601677,20240114
601677,20240115
601677,20240116
601696,20240121
601696,20240122
601696,20240123
601698,20240128
601698,20240129
601698,20240130
601699,20240128
601699,20240129
601699,20240130
601700,20240128
601700,20240129
601700,20240130
601701,20240128
601701,20240129
601701,20240130
601703,20240128
601703,20240129
601703,20240130
601704,20240128
601704,20240129
601704,20240130
601705,20240128
601705,20240129
601705,20240130
601706,20240128
601706,20240129
601706,20240130
